"emp_no","last_name","first_name","sex","salary"
57553,"Thorelli","Gou","F",60235
77989,"Conte","Kristina","M",53394
224603,"Gurbaxani","Hilary","M",66167
104705,"Tibblin","Irene","F",62379
105633,"Androutsos","Dmitry","M",40000
204422,"Uehara","Huai","M",59979
490116,"Ramsay","Arunachalam","M",40000
203932,"Tasistro","Sanjoy","M",78628
68169,"Eickenmeyer","Tomokazu","M",58403
100805,"Dulay","Serge","M",44637
65303,"Meszaros","Aiman","M",52849
102473,"Socorro","Maren","M",43765
261795,"Farris","Zeljko","M",40000
407712,"Fujisaki","Alain","M",40000
284009,"Dratva","Alain","M",92107
474940,"Zirintsis","Bernt","F",65902
95048,"Asser","Kitty","M",40000
243540,"Larfeldt","Kish","F",40000
42046,"Millington","Waiman","M",53233
436092,"Picht","Mihalis","F",52964
440619,"Lamba","Tzvetan","M",41101
89340,"Demke","Morris","M",40000
437507,"Stasinski","Hiroyasu","M",46018
70941,"Junet","Cedric","F",56945
28846,"DuCasse","Piyush","M",43520
216275,"Einsfeld","Shirish","F",46107
408197,"Zultner","Dietrich","F",62032
106664,"Fritzsche","Ayonca","M",70639
463449,"Varman","Aemilian","F",40000
215466,"Crelier","Manohar","M",40000
269599,"Besancenot","Shai","M",55855
254398,"Cincotta","Mototsugu","M",40000
406292,"Cyne","Moti","M",42939
250200,"Barbanera","Marla","F",46429
209876,"Lundstrom","KayLiang","M",63986
481981,"Spieker","Claudi","M",60008
452648,"Shokrollahi","Xiahua","M",40000
205030,"Ebeling","Dulce","M",40000
466833,"Verspoor","Jenwei","M",40000
293144,"Huhdanpaa","Junichi","M",61140
261010,"Nourani","Fei","M",42646
104298,"Serra","Branimir","M",84092
476074,"Ballarin","Margo","F",40420
432884,"Miculan","Chaoyi","M",87823
473571,"Walstra","Alselm","F",58174
490776,"Perna","Kokou","M",75736
493647,"Perri","Jayson","M",40000
480074,"Fritzsche","Shichao","M",47454
226657,"Fadgyas","Subhrajyoti","M",72189
475589,"Baalen","Yakkov","M",43830
36447,"Cummings","Licheng","F",40000
451332,"Schwartzburd","Hugo","F",40000
481794,"Camarinopoulos","Sadok","F",40000
224939,"Isard","Xianlong","M",64886
230458,"Laventhal","Peer","F",64408
428094,"Savasere","Poorav","M",51318
460010,"Masada","Marl","F",46545
459526,"Valette","Peer","M",40000
278801,"Bultermann","Adib","F",50491
28502,"Azevdeo","Thodoros","F",40000
25058,"Hofman","Steen","M",40000
40900,"Cooman","Irene","M",40047
99880,"Conti","Herbert","F",50558
202663,"Legleitner","Mads","M",58604
468130,"Siksek","Marit","M",81173
84117,"Zirintsis","Flemming","M",58560
243221,"Schauser","Gio","M",40000
22305,"Rosar","Weidon","F",68290
84168,"Willoner","Garnik","M",61280
418783,"Beznosov","Takanari","M",41561
472290,"Vesna","Luerbio","M",40000
468288,"Smailagic","Naftaly","M",66749
427886,"Ozeri","Sham","F",40000
16276,"Turnbull","Basem","M",40000
467517,"Baca","Khun","M",49826
35966,"Kornatzky","Jinxi","F",61821
96325,"Mungall","Toney","F",80740
59699,"Benveniste","Mahmut","F",40542
454064,"Dichev","Gita","M",40000
451057,"Mamelak","Barna","F",46283
457733,"Merkl","Bezalel","F",61611
489830,"Camarinopoulos","Shahar","M",87291
65915,"Waschkowski","Ortrud","M",40000
448922,"Zschoche","Yuichiro","M",40000
460398,"Sinitsyn","Junsik","M",44635
54259,"Anily","Snehasis","F",53001
457756,"Speckmann","Shridhar","M",40977
24662,"Wilharm","Djelloul","F",44433
204172,"Valette","Xuejun","F",40000
40363,"Swen","Aksel","F",51124
24910,"Pargaonkar","Bernardo","M",40000
435255,"Snedden","Taisook","F",40000
85549,"Levasseur","Volkmar","F",68721
269252,"Schwartzbauer","Behnaam","M",65078
203597,"Lagarias","Mona","F",40000
56931,"Parveen","Kannan","M",40000
472169,"Scharstein","Marla","M",52791
28336,"Ozery","Florian","F",67870
493767,"Petersohn","Shem","M",66348
104731,"Azuma","Sarita","M",40000
260839,"Ladret","Iara","M",75721
426784,"Taubenfeld","Keung","M",58302
206682,"Heuter","Sorina","M",81781
401463,"Bernardeschi","Moriyoshi","M",57047
95609,"Chiodo","Mokhtar","F",55793
282412,"Mersereau","Mabry","F",70590
36622,"Rubsam","Ashish","F",40000
480100,"Goldhammer","Goa","M",57611
87589,"Armand","Arlette","F",50647
33270,"Ebeling","Chanjung","M",64195
76902,"Porenta","Ramachenga","F",52167
430968,"Sgarro","Guttorm","F",70979
292505,"Gyimothy","Maik","M",76269
254823,"Streit","Serif","M",40000
494518,"Mondadori","Peternela","F",48948
52808,"Setia","Jiakeng","M",40000
240460,"Dalton","Lucien","M",40183
227970,"Hitomi","Nidapan","M",40000
478654,"Kolinko","Kiyomitsu","F",40000
241688,"Kinley","Bouchung","M",49184
445150,"Dehkordi","Shaibal","M",84723
44369,"Spataro","Aleksander","M",40000
257398,"Riexinger","Bogdan","F",40000
282114,"Piancastelli","Harngdar","F",40000
423381,"Farrag","Tayeb","M",40000
228384,"Shimshoni","Cathie","M",40000
77705,"Georg","Filipe","F",40000
215367,"Homond","Gal","M",40000
10098,"Servieres","Sreekrishna","F",40000
209907,"Conte","Taegyun","F",40000
238240,"Nilsson","Jianhua","M",50942
290513,"Demir","Thanasis","F",62229
448579,"Cromarty","Gian","M",56194
67939,"Imataki","Hatim","M",46847
220814,"Range","Anoosh","F",75022
26663,"Bierman","Duangkaew","M",40000
68010,"Tsunoo","Mohan","F",40000
55860,"Wolniewicz","Vishwani","M",49476
30861,"Cusworth","Mani","F",71160
38588,"Knightly","Krister","F",40000
241721,"Chinal","Toshiko","M",40000
430706,"Jansen","Dines","F",45189
109326,"Georg","Xiaoqiang","F",50472
423170,"Sidhu","Nidapan","F",46024
481764,"Marrakchi","Teiji","M",60322
278933,"Usery","Subhankar","M",51848
298033,"Verhoeff","Parto","M",101798
210879,"Denny","Nathan","M",58363
86261,"Thibadeau","Cristinel","M",41449
411230,"Giaccio","Hauke","M",54616
406838,"Baik","Aral","M",40000
453063,"Yurov","Nidapan","M",60317
210212,"Vitiello","Jongsuk","F",40000
280586,"Kumaresan","Demin","M",48287
12364,"Cummings","Neelam","F",42337
423809,"Pfau","Atilio","F",84812
470076,"Backhouse","Gladys","M",41207
268053,"Bennet","Saeko","M",40000
209232,"Poupard","Seongbin","F",55928
232357,"Biros","Doowon","F",51755
56436,"Gornas","Weiyi","F",40000
13681,"Toyoshima","Kokou","M",40000
421367,"Smailagic","Aiichiro","F",72252
297235,"Beznosov","Jaideep","M",40000
242706,"Isaak","Anestis","M",40000
231393,"DuCasse","Tamiya","F",50072
430954,"Pardalos","Keung","F",61801
493160,"Chinin","Tze","F",56034
23318,"Pappas","Chenxi","F",40000
62151,"Marakhovsky","Shuichi","M",40000
415730,"Delgrossi","Gadiel","M",40000
97678,"Billingsley","Masoud","M",47195
473070,"Neiman","Kellyn","M",55760
95175,"Cyne","Marit","F",40000
471436,"Lakshmanan","Mokhtar","M",40000
461985,"Terkki","Joydip","M",49647
454999,"Denny","Jouko","M",40000
56169,"Zlotek","Jeanne","F",50798
452303,"Suri","Basem","M",40000
100690,"Kushner","Perla","M",52792
495073,"Fontan","Toshimori","M",51291
217982,"Eastman","Adil","M",49623
79889,"Massonet","Rance","M",65504
91671,"Garrabrants","Hailing","M",80874
408295,"Auyong","Vugranam","M",51797
276842,"Sooriamurthi","Khedija","M",40000
466297,"Ramras","Jaques","M",72146
86081,"Iwayama","Valery","M",53594
475302,"Karner","Mikhail","F",40000
82381,"Aamodt","Weiyi","M",40847
299472,"Doering","Macha","F",40000
423973,"Hashii","Anneli","M",62859
32303,"Merli","Bodh","M",56708
455549,"Rissland","Christoph","M",40000
258611,"Conia","Moti","F",65845
408581,"Delgrossi","Marek","F",40000
219435,"Birnbaum","Zejun","F",59326
21857,"Kusakari","Kellyn","M",56189
101298,"Conia","Mabhin","M",89101
227057,"McAlpine","Limsoon","M",60945
58824,"Baalen","Claudi","M",40000
426538,"Busillo","Roddy","F",78011
404630,"Talmor","Marsal","M",45429
232004,"Schneeberger","Guenter","M",40000
60048,"Lipner","Munenori","F",57989
222444,"Bruckman","Kazuhide","M",40000
235864,"Akaboshi","Abdelkader","M",73266
473422,"Molenkamp","Mayuri","F",52864
494019,"Iisaku","Morrie","M",65241
208901,"Lodder","Shigeo","F",46065
93824,"Mattern","Qingxiang","F",69448
252166,"Avouris","Maja","M",40000
254452,"Chachaty","Christophe","M",50771
72217,"Lanphier","Xumin","M",45621
269926,"Mukaidono","Boriana","F",40000
88763,"Khamsi","Hein","M",40000
95539,"Erdi","Yonghoan","F",60967
85894,"Eugenio","Teunis","M",51786
55910,"Lanteri","Moti","F",65706
433097,"Sambasivam","Jouni","F",71222
440124,"Kaiserswerth","Kwangyoen","M",59676
249074,"Avouris","Kristen","M",51196
472338,"Kusakabe","Sverrir","F",40000
66846,"Wolniewicz","Juyoung","M",40000
487286,"Copas","Insup","F",53014
400570,"Ghandeharizadeh","Neelam","M",46486
62003,"Milicic","Murthy","F",53939
247457,"Matzke","Masami","F",40000
44332,"Baranowski","Masato","M",61086
42881,"Wendorf","Stamatina","M",69360
63406,"Daescu","Phule","M",67507
435268,"Akiyama","Mingdong","M",40000
448382,"Heystek","Oddvar","F",73027
66125,"Begiun","Waiman","M",44301
21059,"Schwabacher","Bodh","F",68242
279210,"Wynblatt","Poornachandra","M",40000
240893,"Wuwongse","Mayumi","M",76816
216946,"Highland","Oguz","M",62664
271226,"Krybus","Miquel","M",73481
64494,"Riesenhuber","Dipankar","F",40000
442205,"Hambrick","Sarita","M",40000
64038,"Poulakidas","Yuriy","F",59014
76143,"Cappelletti","Perla","F",54568
226146,"Syrzycki","Shichao","M",54916
104078,"Morrow","Ayonca","M",67232
28496,"Mellouli","Xudong","F",40000
233368,"Engberts","Jacopo","M",40000
206868,"Veldwijk","Tesuya","M",55945
259704,"Rosiles","Valdiodio","M",52593
257138,"Denna","Anoosh","F",60306
459578,"Peac","Tooru","F",65310
456670,"Conti","Shuzo","M",51573
265417,"Sidje","Marin","F",61169
226411,"Farris","Toshiko","M",69554
90251,"Olivero","Basil","F",40000
404471,"Angiulli","Weijing","F",40000
466882,"Kilgour","Aruna","M",61188
216540,"Lores","Tsvetan","M",40000
470818,"Michaeli","Yinghua","M",54319
248503,"Lundstrom","Nikolaos","M",40000
251149,"Serra","Uli","F",40954
54015,"Cusworth","Elgin","M",40000
39684,"Dratva","Kokou","F",59743
487320,"Nilsson","Shaw","F",40000
64858,"Socorro","Billie","F",40000
297335,"Ressouche","Hidefumi","M",40000
77298,"Flasterstein","Naraig","F",77489
252390,"Kopetz","Abdulah","M",40000
493148,"Attimonelli","Eishiro","M",40000
497992,"Ravishankar","Gianluca","F",52069
60629,"Ghalwash","Heng","M",47213
294679,"Gelosh","Dinkar","F",47256
494551,"Meriste","Sergi","M",44429
299590,"Setia","Mark","M",44860
206174,"Boguraev","Vidya","M",40000
207884,"Pettit","Teunis","M",40000
268072,"Lundstrom","Parke","M",40000
232530,"Luks","Boguslaw","M",81491
36481,"Danecki","Weiwu","F",40000
414696,"Hanabata","Oscar","F",80152
98632,"Gajiwala","Kankanahalli","M",40000
490374,"Terwilliger","Mani","M",46925
31270,"Yoshimura","Yahiko","M",40000
61108,"Gihr","Gadiel","F",54249
412168,"Peek","Yuuichi","F",84826
454460,"Pell","Along","M",40000
246540,"Blokdijk","Licheng","F",40000
84362,"Maccarone","JoAnne","M",44300
208607,"Rajala","Gal","M",81741
50787,"Makrucki","Shooichi","F",77914
91130,"Shihab","Kinh","M",51630
414721,"Kieras","Shigeu","M",74669
61414,"Kohling","Giri","M",40000
24452,"Basart","Ayakannu","M",50184
491988,"Magliocco","Perla","M",47303
82368,"Hanabata","Hatim","M",40000
200095,"Kobuchi","Isamu","F",70996
99400,"Decaestecker","Hitomi","F",66797
79008,"Covnot","Sachio","M",41946
231755,"Sgarro","Xuedong","F",40000
430534,"Walston","Ghassan","M",50866
212101,"Merro","Niclas","M",40000
28745,"Harbusch","Pranas","F",42343
287285,"Shanbhogue","Jianhao","M",51817
473192,"Simmel","Chiranjit","F",45876
282979,"Steinauer","Shen","M",41146
59392,"Openshaw","Kristof","M",54671
59909,"Narlikar","Shugo","F",40000
483752,"Remmers","Reinhold","M",48562
260780,"Chinen","Marsal","M",45006
493198,"Farrar","Elliott","M",68468
479596,"Farrar","Tze","F",55437
94198,"Melter","Jackson","F",58872
103445,"Yurov","Unal","M",52785
404994,"Whittlesey","Ashish","F",46219
263111,"Avouris","Arup","F",48157
499225,"Dahlbom","Constantijn","M",40000
73203,"Karunanithi","Armond","M",40000
41857,"Beznosov","Munehiko","M",51412
97337,"Ramamoorthy","Raimond","M",40000
444520,"Hatcliff","Anyuan","M",40000
255713,"Nittel","Dekang","M",78054
474026,"Millington","Turgut","M",40000
428879,"Tzvieli","Luisa","F",40000
108157,"Belinskaya","Wayne","M",44811
284663,"Cheshire","Ronnie","F",40000
92565,"Schurmann","Eldridge","M",40000
39999,"Erez","Uri","F",40000
259040,"Danlos","Saddek","M",46309
254132,"Badache","Djelloul","M",77961
230701,"Salverda","Kristen","M",40000
32727,"Shinomoto","Alper","F",42812
104991,"Varley","Nirmal","M",40000
456157,"Benner","Elrique","F",40000
251521,"Usdin","Chikako","M",44861
499615,"Gajiwala","Breannda","F",59703
207094,"Dusink","Pramod","F",40000
470684,"Binding","Ingemar","M",67993
50107,"Cardazo","Pramod","M",54884
251038,"Scallan","Zeydy","M",40000
18551,"Rijsenbrij","Oguz","M",40000
31605,"Valiente","Kwok","F",64310
494834,"Karcich","Debatosh","F",86012
247063,"Madeira","Frederique","F",57843
499346,"Terlouw","Jeane","M",45287
243457,"Sury","Cordelia","F",66740
446883,"Ishibashi","Geoff","F",74289
201597,"Basart","Kamran","M",63853
422105,"Zykh","Yongdong","M",78767
15482,"Gyorkos","Jixiang","F",47679
53212,"Mungall","Arch","F",61153
299878,"Fontet","Satosi","M",40000
14655,"Segond","Jingling","M",65742
48996,"Gelosh","Navin","M",45007
104205,"Kemmerer","Conal","F",42526
44020,"Sevcikova","Munenori","M",61450
71134,"Fiutem","Premsyl","F",76973
493569,"Salvesen","Mikhail","M",57276
244878,"Syrotiuk","Denny","F",40000
478146,"Nittel","Srinidhi","F",47932
62387,"Frolund","Toney","M",42951
234360,"Kranzdorf","Xiaoheng","M",54266
34704,"Usery","Jaques","M",44865
458456,"Penttonen","Pranay","F",40000
400726,"Staylopatis","Tonny","F",40125
10133,"Isaak","Giri","M",40000
201176,"Auyong","Masami","F",63162
220180,"Sevcikova","Ravishankar","M",40000
23495,"Chiodo","Jiakeng","F",91671
278985,"Lampe","Gianluca","M",56487
84839,"Masamoto","Ulises","F",77524
25755,"Setiz","Aria","M",40000
23003,"Lagarias","Herbert","F",43154
10826,"Anandan","Arnd","M",59506
91848,"Hemaspaandra","Jamaludin","M",40000
15284,"Hiraishi","Maja","M",81080
53152,"Braccini","Zhaofang","F",40000
290455,"Pokrovskii","Nectarios","F",43612
282839,"Erni","Kwangjo","M",108415
297465,"Mundy","Insup","M",49205
211339,"Wixon","Georgi","F",40000
477775,"Schaaf","Tesuro","F",41789
15623,"Falby","Vishu","M",52506
480019,"Waschkowski","Masoud","M",54669
282995,"Cardazo","Tetsushi","M",73725
106261,"Khalil","Zhonghua","M",45806
231084,"Perly","Ennio","F",40000
482537,"Cyre","Udo","F",75952
266953,"Fordan","Gor","F",44481
417052,"Schueller","Seshu","M",40000
272961,"Danner","Prodip","M",40000
11885,"Velasco","Sandeepan","M",43445
254812,"Vrecion","Ortrud","F",51143
23386,"Legleitner","Gunilla","M",48351
400499,"Brizzi","Gino","M",40000
297324,"Shrader","Spyrose","F",40000
30483,"Gerteisen","Florina","F",40000
489856,"Gien","Qingxiang","F",42457
479046,"Rikino","Shin","F",40000
288428,"Kushnir","Pranas","F",40000
430167,"Pluym","Supot","M",40000
255422,"Przulj","Xinan","M",50283
82228,"Ghelli","Matk","M",101174
218813,"Salverda","Xiaoqiu","M",50720
447604,"Dayang","Ibibia","F",40000
264833,"Thorensen","Tremaine","F",40000
56245,"Ginesta","Arvind","M",66440
245141,"Welham","Khoa","F",70245
206420,"Codenie","Mang","M",52271
426872,"Koprowski","Richard","M",59794
425738,"Rusmann","Nechama","F",43695
226602,"Pokrovskii","Miyeon","F",60533
36697,"Solares","Bluma","F",81315
204827,"Cusworth","Lijia","M",78940
70447,"Dayana","Behnaam","M",40000
297792,"Oberman","Adas","F",79209
406763,"Broomell","Hongzue","F",42803
418937,"Mitsuhashi","Sashi","F",52052
219583,"Olivero","Poorav","M",55772
107446,"Mitchem","Valery","F",40000
261609,"Rosis","Tran","F",54822
77231,"Luft","Yuqun","M",44555
433928,"Szmurlo","Shiv","M",58080
492615,"Assaf","Navid","M",40000
431890,"Lorcy","Boriana","F",44927
449958,"Godskesen","Richard","M",40000
497394,"McFarlan","Kshitij","F",73827
28710,"Portugali","Ranga","M",44639
258138,"Bellone","Rimli","M",93439
29420,"Picht","Martien","M",46900
84267,"Bennis","Masadi","M",48582
266769,"Birge","Zhongwei","F",40000
249489,"Roisin","Navin","M",62084
97407,"Lodder","Hisao","M",40000
492118,"Murthy","Maha","M",67461
489052,"Alencar","Bilhanan","F",40000
293566,"Lukaszewicz","Shrikanth","M",40000
247626,"Hasenauer","Sushant","F",40000
13674,"Demri","Shaowei","M",56639
407316,"Flowers","Basim","M",42321
439251,"Cannane","Navid","F",40000
99263,"Usery","Aemilian","M",49257
75164,"Versino","Barton","F",40000
275695,"Merel","Rosli","F",56338
212702,"Leslie","Pascal","F",48982
38055,"Baranowski","Jianwen","M",52647
54767,"Peac","Richara","M",51061
96947,"Khalil","Diederik","M",61652
261093,"Goodrum","Yoshimitsu","M",75057
104876,"Zucker","Adamantios","F",61599
76816,"Terlouw","Aamod","M",42142
54932,"Munoz","Kamakshi","F",61454
437364,"Koyama","Peternela","M",57848
224417,"Hempstead","Parto","M",44625
205484,"Yoshimura","Atreye","M",40000
423658,"Theuretzbacher","Persi","F",68154
220012,"Bernardeschi","Munenori","M",40000
237226,"Chinen","Satosi","M",73746
268838,"Jumpertz","Mabry","F",40000
29237,"Beznosov","Gennadi","F",40000
78793,"Erez","Lansing","F",40000
95077,"Kabayashi","Hironobu","M",40000
200422,"Zirintsis","Shaunak","M",71185
13203,"Emmart","Phule","M",40000
102128,"Rothe","Shuho","F",40000
21687,"Horswill","Pranav","M",62795
212878,"Motley","Kristof","F",44786
35948,"Sifakis","Serge","F",61947
16582,"McFarlin","Sanjiv","M",40000
294628,"Sadowski","Yuuichi","F",40000
272755,"Butterworth","Shrikanth","M",54924
280490,"Siepmann","Maik","M",40000
450292,"Stifter","Miyeon","M",71787
478663,"Valtorta","Vojin","M",57138
215235,"Curless","Dayanand","F",49868
261244,"Ambroszkiewicz","Bodo","M",47358
490825,"Ramamoorthy","Filipe","M",58975
235002,"Junot","Kyoichi","M",42413
66091,"Fiutem","Billur","M",66984
30152,"Auria","Tua","M",82254
271548,"Demizu","Kiyokazu","M",78219
249230,"Danlos","Nahid","M",94001
481279,"Ranum","Jacqueline","F",64197
426738,"Hooghiemstra","Tommaso","F",48401
206229,"Bauknecht","Xuedong","F",49421
405046,"Kakkad","Charmane","M",45686
474052,"Hofstetter","Chenxi","F",40000
469053,"Dymetman","Vidya","F",40000
465852,"Hanratty","Gonzalo","M",40000
406277,"Paludetto","Siamak","F",77548
240757,"Swiss","Shahid","F",67685
228522,"Straney","Luise","F",40000
462358,"Marchesini","Dipayan","M",60215
403282,"Nourani","Abdelwaheb","M",58548
292399,"Apsitis","Susanne","F",58888
31315,"Herath","Pramod","F",40000
460900,"Sankaranarayanan","Berna","M",40000
71123,"Langford","Sigeru","M",77366
494470,"Cools","Marjo","M",40000
109419,"Eastman","Odysseas","F",51833
73177,"Wielonsky","Jiann","F",40000
267630,"Docker","Kamakshi","M",53790
270631,"Gluchowski","Ger","F",40000
14256,"Ferriere","Gino","F",46348
432700,"Dechter","Weicheng","F",60885
48443,"Nyanchama","Jaroslava","F",40000
71967,"Casperson","Olivera","M",75924
210875,"Weisert","Mahendra","F",40000
425730,"Wendorf","Boriana","M",40000
257403,"Gadepally","Masasuke","F",81685
33691,"Vidal","Armond","M",59986
278835,"Limongiello","Sadun","F",50550
57697,"Farris","Mart","F",40500
290503,"Setiz","Karsten","M",46452
210291,"Stenning","Tze","M",50481
416575,"Olano","Shai","F",65555
276661,"Melter","Serge","M",41349
265606,"Zhang","Boalin","F",40000
297761,"Narahari","Mario","F",69074
490052,"Klerer","Kiyokazu","M",44349
277073,"Rajaraman","Demin","M",60894
93545,"Syang","Naftali","M",59565
466998,"Syang","Fabrizio","M",54746
25477,"Birta","Lijia","M",48618
239143,"Radwan","Subhada","F",60791
474336,"Naudin","Mohit","M",60410
37423,"Borstler","Karlis","M",40551
37276,"Garnier","Vatsa","M",61660
100822,"Swift","Piyush","F",40000
290203,"Bolsens","Aris","F",40000
106620,"Pusterhofer","Sailaja","M",40000
47907,"Terekhov","Leah","F",51064
429073,"Awdeh","Val","M",51717
453885,"Gammage","Tran","M",40000
269547,"Perz","Pragnesh","M",66211
98647,"Zweizig","Munehiro","M",88286
255799,"Katalagarianos","Jordanka","M",40000
108001,"Gecseg","Alejandro","F",45883
53047,"Michaels","Bogdan","F",58668
279287,"Ranum","Uli","M",40000
234205,"Bernini","Magdalena","M",72104
66930,"Antonakopoulos","Eberhardt","F",80113
